text,contextual_chunk
"{'date': 'May 25, 2024 - Jun 29, 2024 | 6:30 pm - 9:00 pm', 'description': 'Join the Gateway Clipper Captain’s Dinner Cruise & Tour in Pittsburgh, PA!', 'category': 'Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","A Captain's Dinner Cruise & Tour on the Gateway Clipper in Pittsburgh, PA, from May 25 to June 29, 2024."
"{'date': 'Apr 6, 2024 - May 11, 2024 | 5:30 pm - 9:00 pm', 'description': 'Join the Gateway Clipper Captain’s Dinner Cruise & Tour in Pittsburgh, PA!', 'category': 'Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","A Captain's Dinner Cruise & Tour on the Gateway Clipper in Pittsburgh, PA, from April 6 to May 11, 2024."
"{'date': 'May 25, 2024 - Jun 29, 2024 | 6:30 pm - 9:00 pm', 'description': 'Join the Gateway Clipper Captain’s Dinner Cruise & Tour in Pittsburgh, PA!', 'category': 'Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","A Captain's Dinner Cruise & Tour on the Gateway Clipper in Pittsburgh, PA, from May 25 to June 29, 2024."
"{'date': 'Oct 5, 2024 - Nov 16, 2024 | 5:30 pm - 9:00 pm', 'description': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh!', 'category': 'Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","Captain's Dinner Cruise & Tour: A fun and unique evening out in Pittsburgh, featuring a dinner, music, dancing, and views of the city skyline."
"{'date': 'Oct 5, 2024 - Nov 16, 2024 | 5:30 pm - 9:00 pm', 'description': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh!', 'category': 'Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","Captain's Dinner Cruise & Tour: A fun and unique evening out in Pittsburgh, featuring a dinner, music, dancing, and views of the city skyline."
"{'date': 'Jan 20, 2024 | 7:00 pm - 8:30 pm', 'description': 'Ready to be a comedy influencer?', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Doomscroll is an interactive comedy show like you’ve never seen before! If you ever miss using your phone during a show (or wonder if your phone misses you) this is one you’ll love, because @Doomscrollpgh’s DMs are open and we invite you to influence the set from the audience by sharing content! Featuring a mix of improv, stand up, sketch, and parodies along with Tiktoks, Reels, memes, & internet mishaps all shared live on stage! Like, Follow, and Subscribe, because we can’t have the show without you!', 'event_name': 'Doom Scroll'}","Interactive comedy show featuring improv, stand-up, sketch, TikTok, Reels, memes, and internet mishaps."
"{'date': 'Apr 20, 2024 | 8:00 pm - 9:30 pm', 'description': 'Join us this high holiday of 4/20 for a night of lit laughs and uproarious fun.', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Doomscroll Comedy Show features stand up, & improv where YOU influence the show by sharing your favorite reels, & tiktoks @doomscrollpgh. It’s like your own personal meme come true. This 4/20 elevate your evening with a comedy experience that’s higher than ever before. Featuring hilarious stand up from Leon Li, character work from John Watt, and Sara Kantner, and the Doomers: Ashley, Bradley, Danielle, Justin, Nora, Kate, Molly, Mary. You’re invited to toke up the laughs with us! So grab your buds, grab your tickets, and join us for an evening of comedy guaranteed to leave you in a haze of laughter!', 'event_name': 'Doom Scroll'}","Doom Scroll 4/20 Comedy Show at Arcade Comedy Theater, featuring stand-up, improv, and meme-inspired comedy."
"{'date': 'Jun 15, 2024 | 8:00 pm - 9:30 pm', 'description': 'Doomscroll Comedy Show features stand up, & improv where YOU influence the show by sharing your favorite reels, & tiktoks', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater: Downstairs 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '@doomscrollpgh. Itâ€™s like your own personal meme come true.', 'event_name': 'Doom Scroll'}","Doomscroll Comedy Show features stand-up and improv, allowing attendees to influence the event through sharing their favorite reels and TikToks."
"{'date': 'Aug 17, 2024 | 8:00 pm - 10:00 pm', 'description': 'Featuring a mix of improv, stand up, characters, and parodies along with Tiktoks, Reels, memes, & internet mishaps all shared live on stage!', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'This is fine. Doomscroll is an interactive comedy show like you’ve never seen before! If you ever miss using your phone during a show (or wonder if your phone misses you) this is one you’ll love, because @Doomscrollpgh’s DMs are open and we invite you to influence the show from the audience. Featuring a mix of improv, stand up, characters, and parodies along with Tiktoks, Reels, memes, & internet mishaps all shared live on stage!', 'event_name': 'Doom Scroll'}","Doom Scroll is an interactive comedy show featuring improv, stand-up, characters, TikTok, Reels, memes, and internet mishaps, live on stage at Arcade Comedy Theater."
"{'date': 'Jan 20, 2024 | 12:00 pm - 2:00 pm', 'description': ""It's time to DRAG into 2024 with some of Pittsburgh's fierce drag queens."", 'category': 'Entertainment', 'venue': 'Greer Cabaret Theater 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Add ""more drag!"" to your list of New Year\'s resolutions! Drag diva Calipso and Miss Tri-State All-Star Newcomer Wanda Bread will take you on a drag experience to kick-off 2024; hosted by Pittsburgh\'s First Lady of Drag, Kierra Darshell. Now you know the assignment, so get your tickets, get dressed up, and enjoy a Saturday Drag Brunch in the newly renovated Greer Cabaret Theater! Please note: Food and beverage is not included in the show ticket', 'event_name': 'New Year, New DRAG Brunch'}",A New Year's Drag Brunch event featuring Pittsburgh's drag queens at the Greer Cabaret Theater.
"{'date': 'Jan 20, 2024 - Jan 21, 2024', 'description': 'Get ready to fight a dragon, swim with merpeople, and find out just who put Harry’s name in the Goblet of Fire™! For the first time ever, audiences can rediscover the magic of Harry Potter and the Goblet of Fire™ while a live symphony orchestra performs Patrick Doyle’s unforgettable score.', 'category': 'Entertainment,, Film & Movies,, Music', 'venue': 'Heinz Hall 600 Penn Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Harry Potter and the Goblet of Fire in Concert'}","A concert featuring the live symphony orchestra performing Patrick Doyle's score from the Harry Potter film ""Goblet of Fire"" at Heinz Hall in Pittsburgh."
"{'date': 'Jan 20, 2024 | 1:00 pm - 2:00 pm', 'description': 'Attack’s arts education programs connect with students through the power of creative play.', 'category': 'Arts + Culture,, Family,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Attack Theatre Dance Company: Dance Workshop'}",Attack Theatre Dance Company hosts a dance workshop at the Carnegie Library Pittsburgh.
"{'date': 'Jan 20, 2024 | 2:00 pm - 3:00 pm', 'description': 'This multi-media adventure mixes classic story telling with projected illustrations to tell the story of Buck, the magnificent cross-bred offspring of a St. Bernard and Scottish Collie.', 'category': 'Arts + Culture,, Entertainment,, Music', 'venue': 'Byham Theater 101 6th St Pittsburgh, PA 15222', 'more_details': 'Kidnapped from his lavish life on a California estate and sent to work as a sled dog during the great Klondike Gold Rush, Buck fights to survive and becomes the most famous dog in the whole history of the northland.', 'event_name': 'Call of the Wild: Illustrated Edition'}","A multimedia adventure telling the story of Buck, a sled dog from the Klondike Gold Rush."
"{'date': 'Jan 20, 2024 | 8:00 pm - 10:00 pm', 'description': 'The Bald and the Beautiful with Trixie Mattel and Katya Zamo features a pair of grizzled gay ghouls exploring the cultural boundaries of modern beauty through interviews with gorgeous guests who inhabit various facets of the beauty industry.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': ""From models, moguls, influencers, drag queens, RuPaul's Drag Race contestants to adult performers, actors, and more, Trixie and Katya break down the beauty behind it all."", 'event_name': 'The Bald and the Beautiful'}",A documentary featuring interviews with diverse beauty industry guests exploring modern beauty standards.
"{'date': 'Jan 20, 2024 - Jan 21, 2024 | 7:30 pm - 9:30 pm', 'description': 'An Evening of Uncanny Entertainment to Benefit Vigilance Theater Group', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Join Vigilance Theater Group for an evening of uncanny entertainment to benefit our upcoming productions! Enjoy live music, stand-up comedy, sketch, burlesque and more, including an exclusive first look at our original immersive production, ""Hide,"" and arrive early for pre-show entertainment, fabulous auction items and more! (All guests must be 18 years of age.)', 'event_name': 'The Third Vigilance Cabaret'}","An evening of uncanny entertainment benefiting Vigilance Theater Group, featuring live music, stand-up comedy, and an exclusive preview of their immersive production."
"{'date': 'Jan 19, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop.', 'event_name': 'Laser Cutting 101'}",A family-friendly workshop teaching laser cutting and etching at the Fab Lab Carnegie Science Center.
"{'date': 'Feb 16, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop.', 'event_name': 'Laser Cutting 101'}",A family-friendly workshop teaching laser cutting and etching at the Fab Lab Carnegie Science Center.
"{'date': 'Apr 19, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop. Please note: Tickets are being sold up to four weeks in advance.', 'event_name': 'Laser Cutting 101'}",A family-friendly workshop teaching laser cutting and etching at the Fab Lab Carnegie Science Center.
